country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title
Korea,Republic of Korea,Korean won,Seoul,Eastern Asia,Asia,South Korean,37.0,127.5,16210.0,62870.0,97600.0,86793.4,12473.4,49.1571,30.6169,1665250000000.0,5.08789,23.8795,16.8037,2.788,19.1308,100.0,15.9628,43.0763,0.390732,22.3689,29.9989,2.27921,1.50393,81.4483,81.0285,3.63,569682.0,21990.1,10096.8,56606.2,1.56866,8.3641,3031.18,12.43,,28.6,613000.0,,2.77702,5.1,6.2,0.808,97.5713,84.0,43440,25854364,25773753,51628117,18.6441,9588890,42039227,3.14,8.0,Flawed democracy,39.9,Yoon Suk-yeol,President
Kuwait,State of Kuwait,Kuwaiti dinar,Kuwait City,Western Asia,Asia,Kuwaiti,29.5,45.75,1500.0,62.5,17820.0,16647.7,772.942,,34.5544,184558000000.0,3.42363,1.69139,1.49244,2.482,1.09695,100.0,0.0,0.0,0.0,36.4189,0.0,63.5811,0.0,-391.058,93.6899,0.1,92308.9,22640.6,946.958,1767.77,3.91301,6.30743,1532.56,2.04,,2.9,25000.0,,6.69062,10.41,2.906,2.11,99.7,79.0,-36843,1672926,2595948,4268873,6.25,0,4268873,2.31,3.85,Authoritarian,35.1,Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah,Emir
Kyrgyz Republic,Kyrgyz Republic,Kyrgyz som,Bishkek,Central Asia,Asia,Kirghiz,41.0,75.0,103678.0,13153.8,191800.0,186901.0,2136.34,59.641,24.7666,10930600000.0,13.9229,33.4479,17.4506,4.567,31.5899,99.6737,22.7126,13.2157,85.188,1.30468,0.0,0.291635,0.0,49.5447,75.4762,30.04,9080.1,4865.0,2016.2,2918.22,0.0,5.25934,63.6934,4.41,0.1,7.4,21000.0,4000,1.66921,22.4,5.8,2.89,77.9204,72.0,-16510,3462998,3340302,6803300,20.4545,4254716,2548584,2.61,5.11,Hybrid regime,19.8,Mukhammedkalyi Abylgaziev,Prime Minister
Lao PDR,Lao People's Democratic Republic,Lao kip,Vientiane,South-Eastern Asia,Asia,Laotian,18.0,105.0,20290.0,165955.0,230800.0,228354.0,542.173,,,15724400000.0,22.9562,78.0485,,2.633,77.5046,100.0,,,,,,,,,,50.01,19178.9,8011.31,3143.07,10918.7,0.0,2.69476,68.2919,1.5,0.11,5.4,129000.0,,0.189895,21.973,6.613,2.496,62.0,68.0,-10303,3734796,3794678,7529475,21.9512,4698995,2830480,1.21,2.37,Authoritarian,20.1,Bounnhang Vorachith,General Secretary of the Communist Party
Latvia,Republic of Latvia,Euro,Riga,Northern Europe,Europe,Latvian,57.0,25.0,19690.0,34107.9,62230.0,62761.7,676.268,,51.9619,41153900000.0,17.3103,13.3241,21.7669,6.429,8.27583,100.0,6.84385,0.0,33.6165,49.8102,0.0,0.0180734,16.5552,45.1601,56.7174,43.75,6928.3,1952.81,2353.8,-747.156,7.95544,7.44663,1313.35,5.49,0.29,20.1,6000.0,,2.28042,9.2,18.4,1.57,91.1796,73.0,-6815,1009778,873600,1883379,30.0,592511,1290868,4.0,7.38,Flawed democracy,39.8,Krišjānis Kariņš,Prime Minister
Lebanon,Lebanese Republic,Lebanese pound,Beirut,Western Asia,Asia,Lebanese,33.83333333,35.83333333,6696.7,1433.3,10230.0,8546.2,1871.97,128.641,6.29571,23131900000.0,154.756,38.8549,5.6848,12.635,29.7557,100.0,0.523449,0.0,2.60383,0.0,0.0,97.3962,0.0,97.8655,97.6211,6.71,21474.9,3459.01,846.614,8086.71,2.79064,7.95366,994.49,2.73,0.03,2.8,80000.0,50,3.03265,14.948,8.271,2.091,86.589,75.0,-115122,2827383,2662356,5489739,6.25,589488,4900251,2.41,4.63,Hybrid regime,24.6,Hassan Diab,Prime Minister
Lesotho,Kingdom of Lesotho,Lesotho loti,Maseru,Southern Africa,Africa,Mosotho,-29.5,28.5,26000.0,345.2,30360.0,30172.3,249.942,2.90222,38.7268,2553460000.0,8.2718,54.9118,32.3901,18.039,52.0954,50.3775,,,,,,,,,0.0,32.29,2311.9,998.828,537.863,2061.56,0.0,11.7843,107.099,1.3,4.76,72.4,2000.0,,1.28719,26.107,14.186,3.018,47.983,53.0,-1490,1168329,1137496,2305825,26.4463,1615392,690433,2.63,6.64,Flawed democracy,18.2,Tom Thabane,Prime Minister
Liberia,Republic of Liberia,U.S. dollar,Monrovia,Western Africa,Africa,Liberian,6.5,-9.5,19540.4,76174.4,96320.0,95557.6,652.556,20.318,,4001050000.0,23.5635,80.5154,12.4614,3.634,78.9296,29.8482,,,,,,,,,,92.94,1179.5,338.869,295.302,803.342,9.52125,9.49941,56.7061,0.8,,4.5,2000.0,23000,0.951295,31.287,8.838,4.089,33.6332,61.0,-11862,2661979,2640702,5302681,10.9589,2488813,2813868,2.48,5.35,Hybrid regime,14.2,George Weah,President
Libya,Socialist People's Libyan Arab Jamahiriya,Libyan dinar,Tripoli,Northern Africa,Africa,Libyan,25.0,17.0,153500.0,2170.0,1759540.0,1619020.0,2958.15,,,45752300000.0,2.60582,29.2568,,20.68,26.4948,70.2105,0.0,0.0,0.0,53.7003,0.0,46.2997,0.0,-102.964,99.1113,3.12,44467.0,24033.1,1797.65,2093.93,5.79539,6.05013,312.849,3.2,0.07,4.5,0.0,135000,15.4796,17.828,6.018,2.462,17.76,72.0,-696,3365279,3447062,6812341,16.4706,1273772,5538569,1.4,2.19,Authoritarian,22.6,Fayez al-Sarraj,Prime Minister
Liechtenstein,Principality of Liechtenstein,Swiss franc,Vaduz,Western Europe,Europe,Liechtensteiner,47.26666666,9.53333333,53.2,67.0,160.0,117.014,38.3559,,,7186430000.0,,,,,,100.0,,,,,,,,,,55.31,141.996,2.58826,0.870988,,0.0,,,,,,,,,9.6,6.9,1.53,95.5694,84.0,231,19825,19502,39327,28.0,33610,5717,3.82,0.0,Unknown,39.9,Hereditary Prince Alois,Regent
Lithuania,Republic of Lithuania,Euro,Vilnius,Northern Europe,Europe,Lithuanian,56.0,24.0,29428.0,22010.0,62620.0,62585.3,1185.85,48.9081,35.4051,70334300000.0,19.705,11.5744,21.3937,5.569,9.75281,100.0,3.80511,0.0,8.19634,46.4772,0.0,6.45843,31.2118,75.0447,67.9938,31.7,11693.8,2998.36,4614.14,-1825.26,1.14657,7.85176,1839.9,6.43,0.08,26.1,37000.0,,2.02173,8.3,17.0,1.34,86.9306,74.0,-11853,1502383,1330617,2833000,28.3688,893387,1939613,3.54,7.5,Flawed democracy,39.8,Gitanas Nausėda,President
Luxembourg,Grand Duchy of Luxembourg,Euro,Luxembourg,Western Europe,Europe,Luxembourger,49.75,6.16666666,1321.36,887.0,2574.46,2247.08,283.498,2.90135,39.4186,82274800000.0,6.33601,10.1324,26.1381,4.698,6.41925,100.0,3.7131,0.0,7.43802,62.6597,0.0,0.0,24.9437,96.3107,80.5623,20.79,7853.1,555.763,358.526,-1224.63,0.0,5.35418,7314.37,4.26,0.07,11.3,1000.0,,0.626881,10.5,7.0,1.38,98.66,83.0,6949,323237,327537,650774,33.3333,52836,597938,4.99,8.81,Full democracy,35.0,Xavier Bettel,Prime Minister
Madagascar,Republic of Madagascar,Malagasy ariary,Antananarivo,Eastern Africa,Africa,Malagasy,-20.0,47.0,408950.0,124298.0,581800.0,588613.0,1660.59,,10.5432,14955000000.0,8.16059,89.2849,10.2385,2.142,84.3329,35.1209,,,,,,,,,,83.63,2745.45,19021.9,7665.37,993.953,2.09909,3.87958,17.9457,0.2,0.35,5.5,22000.0,2800,0.770034,30.949,7.104,3.851,19.7302,64.0,-742,14775496,14836218,29611714,18.543,17801970,11809744,2.82,5.22,Hybrid regime,15.1,Andry Rajoelina,President
Malawi,Republic of Malawi,Malawi kwacha,Lilongwe,Eastern Africa,Africa,Malawian,-13.5,34.0,56500.0,22417.0,94280.0,93702.8,770.861,44.8933,16.8813,13164700000.0,20.954,61.3774,11.3816,5.614,59.9534,14.1884,,,,,,,,,,75.17,1640.0,4389.7,5054.86,174.402,0.0,5.434,32.9825,1.3,1.13,5.4,15000.0,,0.94897,32.859,6.983,3.917,24.4056,63.0,-1775,10480456,9924861,20405317,22.9167,16736441,3668876,2.66,5.49,Hybrid regime,13.1,Peter Mutharika,President
Malaysia,Malaysia,Malaysian ringgit,Kuala Lumpur,South-Eastern Asia,Asia,Malaysian,2.5,112.5,85710.0,191140.0,328550.0,318198.0,11417.6,63.4031,17.2914,406306000000.0,3.3787,24.4112,11.2402,3.73,20.9212,100.0,1.18069,42.2813,9.27506,46.6031,0.0,1.15838,0.682107,-5.50503,96.6282,5.84,245139.0,37175.6,9265.1,-29431.5,6.51857,4.12442,418.663,1.88,0.17,5.7,136000.0,,1.05799,15.24,6.034,1.803,96.7514,75.0,46165,16596389,17341833,33938221,13.5747,7393781,26544440,2.13,6.88,Flawed democracy,26.3,Muhyiddin Yassin,Prime Minister
Maldives,Republic of Maldives,Maldivian rufiyaa,Malé,Southern Asia,Asia,Maldivan,3.25,73.0,64.0,8.2,300.0,259.654,14.3545,46.1936,29.1971,6189870000.0,2.33314,20.4032,9.10067,4.883,17.2612,100.0,,,,,,,,,0.0,1.04,1454.0,137.665,9.21871,736.985,18.1547,11.3472,825.569,4.3,,2.7,5000.0,,,14.088,3.02,1.692,85.7606,80.0,1189,222471,301315,523787,4.5977,306227,217560,2.43,0.0,Unknown,27.2,Ibrahim Mohamed Solih,President
Mali,Republic of Mali,West African CFA franc,Bamako,Western Africa,Africa,Malian,17.0,-4.0,412010.0,132960.0,1220190.0,1251580.0,1505.02,,14.5011,18827200000.0,3.9256,81.3281,14.1645,2.762,80.7116,53.3802,,,,,,,,,,63.76,4150.7,23070.5,15086.9,3643.58,0.0,4.30812,35.4516,0.1,0.26,4.1,21000.0,380000,2.82195,41.643,9.274,5.956,34.49,59.0,-22236,11186771,11406819,22593590,28.5714,12327741,10265849,2.22,5.41,Hybrid regime,11.3,Ibrahim Boubacar Keïta,President
Malta,Republic of Malta,Euro,Valletta,Southern Europe,Europe,Maltese,35.83333333,14.58333333,103.8,4.6,320.0,150.897,173.523,69.8053,41.4371,17765300000.0,6.15376,15.7038,24.2326,2.813,11.2131,100.0,1.46656,0.0,0.0,0.0,0.0,92.3254,7.6746,98.3815,97.7885,9.18,1610.7,228.286,47.9722,-657.87,1.8419,10.8352,3135.41,4.49,,6.1,2000.0,,0.51366,8.5,8.0,1.14,87.4698,83.0,10408,250560,272857,523417,27.8481,26825,496592,2.63,8.21,Full democracy,35.3,Robert Abela,Prime Minister
Marshall Islands,Republic of the Marshall Islands,U.S. dollar,Majuro,Micronesia,Oceania,Marshallese,9.0,168.0,86.0,94.0,180.0,271.884,8.61805,41.7084,59.4623,279668000.0,,,17.161,,,99.7536,,,,,,,,,0.0,12.06,110.0,31.911,0.699535,,36.2622,13.008,731.098,2.7,,,,,,19.28,7.556,2.729,38.7012,65.0,-1901,20346,21223,41569,6.06061,8929,32640,0.0,0.0,Unknown,21.6,David Kabua,President
Mauritania,Islamic Republic of Mauritania,Mauritanian ouguiya,Nouakchott,Western Africa,Africa,Mauritanian,20.0,-12.0,396610.0,3128.0,1030700.0,1045550.0,373.539,,,10375500000.0,9.52527,56.9632,,11.109,53.0474,47.6958,,,,,,,,,,23.44,3847.1,6896.75,3273.34,275.655,19.5398,3.35573,59.0492,0.4,0.13,3.1,21000.0,,2.37816,33.194,7.44,4.398,58.7582,64.0,-1494,2414911,2321228,4736139,20.2614,2040187,2695952,2.47,3.82,Authoritarian,13.8,Mohamed Ould Ghazouani,President
Mauritius,Republic of Mauritius,Mauritian rupee,Port Louis,Eastern Africa,Africa,Mauritian,-20.28333333,57.55,860.0,387.7,2030.0,1523.76,475.804,57.9617,32.9597,12898300000.0,10.7738,18.8076,18.277,7.234,15.8346,99.6,0.804578,39.4394,4.07074,0.0,0.0,37.8378,18.652,84.5423,84.5424,9.41,3720.2,1973.73,221.869,1217.69,1.18691,6.65996,560.406,3.4,0.54,9.5,3000.0,,0.169558,10.3,10.5,1.41,67.58,74.0,-478,639989,622533,1262523,20.0,747287,515236,2.75,8.22,Full democracy,33.1,Pravind Jugnauth,Prime Minister
Mexico,United Mexican States,Mexican peso,Mexico City,Central America,Americas,Mexican,23.0,-102.0,971380.0,656921.0,1943950.0,1920990.0,28588.1,46.2927,21.6102,1414190000000.0,7.89628,31.5885,13.872,3.308,26.7016,100.0,3.51721,10.8659,9.90396,59.8612,3.72086,10.1489,5.49017,-4.66649,90.4262,12.33,383131.0,143481.0,43291.2,57197.3,0.630815,6.24215,538.575,0.98,0.13,5.3,328000.0,386000,0.680131,14.857,9.406,1.822,75.6265,70.0,-52649,65309171,62194954,127504125,50.0,23843271,103660854,1.67,6.19,Flawed democracy,25.4,Andrés Manuel López Obrador,President
Micronesia,Federated States of Micronesia,U.S. dollar,Palikir,Micronesia,Oceania,Micronesian,6.91666666,158.25,220.0,644.2,700.0,757.746,7.5193,25.4045,21.4106,427094000.0,5.40874,,6.42631,,,83.625,,,,,,,,,,2.03,107.5,52.6866,27.5497,,3.34315,11.56,424.839,3.2,,28.2,,,,20.777,6.211,2.711,40.4096,71.0,-635,56777,57387,114164,7.14286,87659,26505,0.0,0.0,Unknown,19.7,David W. Panuelo,President
Moldova,Republic of Moldova,Moldovan leu,Chișinău,Eastern Europe,Europe,Moldovan,47.0,29.0,22646.0,3865.0,32884.6,31803.7,1576.1,32.1188,29.9554,14420900000.0,28.7373,21.7129,18.3881,2.278,21.2525,100.0,0.767238,0.0,5.05664,94.4837,0.0,0.147759,0.311936,90.0111,88.688,23.66,8611.2,3287.2,993.183,11.2256,0.0,6.77933,306.649,5.66,0.3,14.7,6000.0,,0.411614,12.432,16.36,1.806,61.2878,69.0,-14278,1358183,1234294,2592477,40.5941,1473227,1119250,2.51,5.85,Hybrid regime,31.2,Ion Chicu,Prime Minister
Monaco,Principality of Monaco,Euro,Monaco,Western Europe,Europe,Monegasque,43.73333333,7.4,,0.0,2.027,0.0349545,2.77653,,,8596160000.0,,,,,,100.0,,,,,,,,,,,,,,,7.29873,1.67133,3085.44,13.8,,,,,,5.9,6.6,,86.0955,,206,18596,17872,36469,33.3333,0,36469,0.0,0.0,Unknown,50.5,Albert II,Sovereign Prince
Mongolia,Mongolia,Mongolian tugrik,Ulan Bator,Eastern Asia,Asia,Mongolian,46.0,105.0,1127000.0,141728.0,1557510.0,1549430.0,354.978,67.571,31.6966,16810900000.0,15.148,47.3092,16.9088,8.247,45.881,100.0,0.25941,92.7444,0.0,0.0,0.0,4.17196,3.08362,-168.093,93.1994,3.98,21184.7,18159.4,14245.9,-224.261,0.0,4.94451,199.816,8.0,0.01,17.9,18000.0,,0.655433,21.413,6.131,2.837,84.33,71.0,0,1712979,1685387,3398366,17.1053,1055872,2342494,2.65,6.5,Flawed democracy,22.9,Khaltmaagiin Battulga,President
Montenegro,Montenegro,Euro,Podgorica,Southern Europe,Europe,Montenegrin,42.5,19.3,2579.5,8270.0,13450.0,13146.8,294.649,,,6095980000.0,13.0403,21.0865,,15.402,13.4434,99.7984,12.9573,50.3497,49.6503,0.0,0.0,0.0,0.0,27.5691,64.6647,39.56,2527.2,783.237,150.663,,2.76105,11.4218,866.168,3.86,0.03,21.0,12000.0,,1.74295,11.4,14.8,1.75,82.2197,74.0,-101,316129,300030,616159,27.1605,196160,419999,2.39,5.74,Hybrid regime,34.4,Duško Marković,Prime Minister
Morocco,Kingdom of Morocco,Moroccan dirham,Rabat,Northern Africa,Africa,Moroccan,32.0,-5.0,303820.0,57424.9,446300.0,409516.0,4621.35,51.2263,25.4793,134182000000.0,6.65704,47.9136,19.549,10.494,45.6347,100.0,1.61676,55.5256,6.11616,18.767,0.0,7.17391,8.19273,90.7218,88.4689,10.92,66719.5,12029.8,8693.63,5825.54,1.16912,5.99316,187.404,1.0,0.02,7.2,246000.0,,4.18351,17.545,6.17,2.328,88.1303,74.0,-46242,18605603,18852368,37457971,24.0506,13261620,24196351,1.78,4.99,Hybrid regime,25.0,Mohammed VI,King
Mozambique,Republic of Mozambique,New Mozambican metical,Maputo,Eastern Africa,Africa,Mozambican,-18.25,35.0,414138.0,367438.0,786380.0,775002.0,2943.2,86.2442,23.8824,17851500000.0,10.2794,85.1327,23.312,3.906,82.5962,31.494,9.1702,0.0,86.4109,12.8258,0.0,0.76332,0.0,-54.6016,12.62,80.91,6945.5,16255.5,9599.74,680.829,1.31108,7.6194,34.2839,0.7,,13.6,11000.0,1030000,1.51119,36.598,8.793,4.644,17.3728,59.0,-9515,16793302,16176217,32969518,42.4,20379448,12590070,2.39,3.85,Authoritarian,13.0,Filipe Nyusi,President
Myanmar,Republic of the Union of Myanmar,Myanmar kyat,Naypyidaw,South-Eastern Asia,Asia,Burmese,22.0,98.0,130080.0,285439.0,652670.0,660980.0,5783.53,0.0,14.7407,59364400000.0,8.82507,66.3799,6.43927,1.48,64.0027,72.4668,3.12653,1.7846,58.8541,39.0169,0.0,0.344396,0.0,-32.9708,44.2899,59.75,33874.6,72110.0,22956.5,5188.22,3.35061,4.62412,72.1121,1.04,0.2,2.9,513000.0,1498000,3.33494,17.103,9.769,2.151,44.0217,66.0,-35382,27216740,26962566,54179306,15.2941,36965999,17213307,1.74,3.83,Authoritarian,25.3,Win Myint,President
Namibia,Republic of Namibia,Namibian dollar,Windhoek,Southern Africa,Africa,Namibian,-22.0,17.0,388100.0,66389.0,823290.0,827174.0,342.318,4.64019,37.9804,12607400000.0,6.08128,38.4655,27.9652,20.846,32.0358,55.2253,17.7853,0.455729,97.7865,0.0,0.0,1.75781,0.0,74.4417,66.7191,31.3,3952.8,5335.78,3921.07,708.17,0.112413,8.89626,379.54,2.7,2.91,9.7,16000.0,,3.00172,27.439,10.709,3.303,52.9735,59.0,-4301,1328449,1238563,2567012,44.2308,1181955,1385057,4.13,6.25,Flawed democracy,17.4,Hage Geingob,President
Nauru,Republic of Nauru,Australian dollar,Yaren,Micronesia,Oceania,Nauruan,-0.53333333,166.91666666,4.0,0.0,20.0,15.0595,6.98028,,103.596,150922000.0,-0.124751,,44.3468,,,100.0,,,,,,,,,,2.09,41.4,4.29139,0.400188,48.8753,7.44928,11.969,1143.74,5.0,,,,,,27.56,6.633,3.519,83.9352,64.0,-66,6233,6435,12668,10.5263,0,12668,0.0,0.0,Unknown,16.3,Lionel Aingimea,President
Nepal,Nepal,Nepalese rupee,Kathmandu,Southern Asia,Asia,Nepalese,28.0,84.0,41210.0,59620.3,143350.0,140133.0,3041.75,39.9223,19.4419,40828200000.0,4.08791,78.3305,17.4853,11.119,77.2548,89.9,5.24325,0.0,99.8002,0.0,0.0,0.0,0.199829,16.6771,15.4827,74.54,14949.2,23643.7,7177.76,1576.21,0.0,5.17352,58.3104,0.3,,9.0,112000.0,2,1.33699,20.402,7.776,2.029,51.6314,68.0,296541,15901334,14646246,30547580,33.0909,23994819,6552761,2.34,5.18,Hybrid regime,20.0,KP Sharma Oli,Prime Minister
Netherlands,Kingdom of the Netherlands,Euro,Amsterdam,Western Europe,Europe,Dutch,52.5,5.75,18144.5,3695.0,33670.0,26211.9,8322.49,54.2944,42.4528,991115000000.0,10.0012,15.6791,24.7812,3.538,12.2944,100.0,3.3738,38.6536,0.0844917,42.2795,3.50868,1.30008,12.3576,35.021,93.461,10.79,130315.0,15200.6,8336.91,-2379.28,43.8096,11.2113,6531.01,3.17,0.01,11.8,41000.0,,1.42245,10.2,9.8,1.62,92.053,81.0,57439,8904226,8798863,17703090,40.6667,1259398,16443692,9.06,8.89,Full democracy,37.9,Mark Rutte,Prime Minister
New Zealand,New Zealand,New Zealand dollar,Wellington,Australia and New Zealand,Oceania,New Zealander,-41.0,174.0,101540.0,98925.9,263310.0,270549.0,1970.29,50.9863,33.3996,247234000000.0,7.17222,20.0033,28.8432,3.253,13.5718,100.0,13.9876,4.25291,55.5028,15.5344,0.0,0.00226219,24.5787,19.4782,59.7492,28.61,31359.7,32241.9,14909.9,-646.202,2.22378,10.0286,4201.63,2.57,0.02,11.0,9000.0,,1.37098,11.48,6.83,1.64,95.9102,82.0,38220,2584111,2539990,5124100,50.4202,672077,4452023,7.27,9.26,Full democracy,32.8,Jacinda Ardern,Prime Minister
Nicaragua,Republic of Nicaragua,Nicaraguan gold cordoba,Managua,Central America,Americas,Nicaraguan,13.0,-85.0,50650.0,34075.3,120340.0,118298.0,992.829,,17.2549,15671600000.0,10.4674,43.0018,18.9048,5.565,37.7157,86.2915,3.34175,0.0,6.44245,0.0,0.0,49.9454,43.6121,40.8594,40.6954,52.13,4582.2,9584.81,3567.37,574.553,0.938936,8.62855,161.2,0.93,0.08,4.4,12000.0,77,0.603582,20.507,4.859,2.321,57.1469,74.0,-10384,3524605,3423787,6948392,51.6483,2810208,4138184,2.2,3.63,Authoritarian,20.9,Daniel Ortega,President
Niger,Republic of Niger,West African CFA franc,Niamey,Western Africa,Africa,Nigerien,16.0,8.0,465970.0,10797.0,1266700.0,1187980.0,1313.95,,10.1645,13969600000.0,4.22622,95.1024,11.7645,0.534,94.3169,18.6,0.0119184,41.6196,0.0,0.0,0.0,57.6271,0.753296,-5.80974,24.0604,81.91,2197.95,28579.4,13245.9,431.526,0.0,6.2007,35.0071,0.39,0.04,5.3,10000.0,372000,1.84167,45.293,8.141,6.82,22.3861,62.0,-4405,12914594,13293383,26207977,25.9036,21780401,4427576,2.67,3.76,Authoritarian,10.5,Mahamadou Issoufou,President
Nigeria,Federal Republic of Nigeria,Nigerian naira,Abuja,Western Africa,Africa,Nigerian,10.0,8.0,694500.0,216270.0,910770.0,882025.0,25189.9,,,477386000000.0,18.8472,80.5826,,5.761,78.6353,59.5,0.274464,0.0,18.1951,81.8049,0.0,0.0,0.0,-93.0272,18.8768,82.51,111978.0,151060.0,41196.3,38585.8,2.71775,3.38063,69.7618,0.5,0.34,3.5,223000.0,3646000,0.970249,37.117,13.083,5.237,55.3637,53.0,-76364,108093075,110448136,218541212,3.61111,101575770,116965442,2.14,4.44,Hybrid regime,13.2,Muhammadu Buhari,President
North Macedonia,Republic of North Macedonia,Macedonian denar,Skopje,Southern Europe,Europe,Macedonian,41.83333333,22.0,12620.0,10014.9,25220.0,23681.0,701.268,,33.7476,13563100000.0,14.2047,17.1216,17.611,15.081,13.4691,100.0,5.52938,58.3599,33.0322,3.24123,0.0,2.46192,2.90471,51.771,79.4259,20.26,6796.7,2369.77,546.643,-1436.73,0.0,7.88948,452.966,4.28,,9.4,16000.0,110,1.54104,10.2,15.5,1.6,83.0182,75.0,-486,1032057,1025621,2057679,41.6667,841220,1216459,2.47,5.87,Hybrid regime,34.5,Oliver Spasovski,President
Norway,Kingdom of Norway,Norwegian krone,Oslo,Northern Europe,Europe,Norwegian,62.0,10.0,9859.62,121800.0,364285.0,306188.0,2007.78,30.752,37.5408,579267000000.0,5.76412,4.4949,25.7469,3.171,3.64231,100.0,31.3179,0.104918,95.8255,1.80514,0.0,0.0201498,1.88435,-581.347,56.9516,61.29,36177.4,4342.76,3522.99,-3686.01,2.89411,10.0863,9020.63,3.53,0.01,11.8,23000.0,,1.84136,10.4,7.8,1.55,99.0,83.0,10604,2703524,2753603,5457127,44.9704,891476,4565651,10.0,9.87,Full democracy,35.6,Erna Solberg,Prime Minister
Oman,Sultanate of Oman,Omani rial,Muscat,Western Asia,Asia,Omani,21.0,57.0,14589.3,25.0,309500.0,309152.0,1500.49,,,114667000000.0,2.81184,3.48032,,2.327,2.44731,100.0,0.0,0.0,0.0,97.3655,0.0,2.63447,0.0,-206.195,99.9632,0.05,71041.5,19838.9,1031.91,-16105.8,5.06208,5.32572,844.617,1.47,0.05,4.9,47000.0,,7.34438,18.419,3.796,2.623,96.3801,73.0,-20664,1790804,2785494,4576298,2.32558,560597,4015701,1.8,3.04,Authoritarian,24.9,Haitham bin Tariq,Sultan and Prime Minister
Pakistan,Islamic Republic of Pakistan,Pakistani rupee,Islamabad,Southern Asia,Asia,Pakistani,30.0,70.0,367230.0,37259.0,770880.0,821721.0,39082.0,66.7525,15.497,376533000000.0,19.8739,55.6149,9.09687,6.416,54.2621,94.9229,4.03214,0.137109,30.6726,25.725,4.75754,37.225,0.757706,24.1232,61.5854,46.6,184111.0,169428.0,68971.8,10236.2,0.209824,2.9539,38.1771,0.63,,8.9,943000.0,21000,3.83327,27.519,7.168,3.47,21.0372,66.0,-471395,116863982,118960880,235824862,20.4678,146845783,88979079,1.71,4.17,Hybrid regime,16.5,Imran Khan,Prime Minister
Palau,Republic of Palau,U.S. dollar,Ngerulmud,Micronesia,Oceania,Palauan,7.5,134.5,43.0,414.1,460.0,480.966,4.8932,86.1318,60.6131,217800000.0,12.3527,,18.5899,,,100.0,,,,,,,,,0.0,0.88,158.2,19.5263,0.0,228.268,2.77509,18.3906,2640.1,4.8,,,,,,13.4,10.2,0.85,26.9703,69.0,3,8679,9376,18055,6.25,3258,14797,0.0,0.0,Unknown,31.7,Thomas Remengesau Jr.,President
Panama,Republic of Panama,Panamanian balboa,Panama City,Central America,Americas,Panamanian,9.0,-80.0,21741.0,42138.4,74180.0,73613.8,1070.98,,19.2598,76522500000.0,2.85748,43.9638,8.04618,8.789,41.7897,95.2511,8.85658,6.91531,60.7712,0.0,0.0,27.7584,4.55517,80.9045,80.7127,28.43,9582.7,5047.34,1253.66,170.237,3.26427,9.66292,1214.55,2.25,,2.9,28000.0,,0.974136,17.692,6.067,2.325,67.5097,76.0,5473,2204170,2204410,4408581,22.5352,1360444,3048137,2.63,7.05,Flawed democracy,25.1,Laurentino Cortizo,President
Papua New Guinea,The Independent State of Papua New Guinea,Papua New Guinea kina,Port Moresby,Melanesia,Oceania,Papua New Guinean,-6.0,147.0,11900.0,358558.0,452860.0,462122.0,415.398,48.6801,20.8959,30633400000.0,4.48359,78.0076,11.8792,2.753,75.3963,20.9166,,,,,,,,,,53.48,5491.5,10854.7,1704.48,-1266.99,4.76855,2.52694,63.9264,4.0242,0.43,3.0,4000.0,91000,0.375261,25.514,6.683,3.215,32.0542,65.0,10695,4910305,5232314,10142619,1.73913,8765048,1377571,3.17,6.03,Flawed democracy,18.0,James Marape,Prime Minister
Paraguay,Republic of Paraguay,Paraguayan guarani,Asunción,South America,Americas,Paraguayan,-23.0,-58.0,168091.0,161023.0,397300.0,396431.0,1320.83,,16.7401,41722300000.0,9.76557,45.2404,9.79425,6.886,40.9784,100.0,16.2964,0.0,99.9982,0.0,0.0,0.00179392,0.0,-36.9396,33.7033,61.44,7575.7,30106.5,11255.8,2541.53,0.0,7.57704,405.625,0.83,0.13,6.0,29000.0,,0.97396,20.627,7.638,2.469,77.0184,70.0,-8230,3378612,3402132,6780744,17.5,2521216,4259528,2.41,6.24,Flawed democracy,21.9,Mario Abdo Benítez,President
